id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
496,critical/other existing credit,education,>=1000,'male mar/wid',none,'real estate',stores,for free,skilled,none,no,38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,<0,4<=X<7,1
497,'all paid',business,'no known savings',male single,'co applicant','life insurance',bank,'for free',skilled,none,no,38<x<55,276<x<4813,2<x<3,x>3,x>61,x>3,x<1,'<0','4<=X<7',1
498,'all paid',repairs,>=1000,male div/sep,co applicant,'no known property',bank,own,unemp/unskilled non res,yes,no,21<x<38,276<x<4813,x>3,2<x<3,x>61,2<x<3,x<1,'>=200',unemployed,1
499,delayed previously,'new car','no known savings',male single,none,life insurance,stores,rent,unskilled resident,yes,no,21<x<38,4813<x<9350,x>3,2<x<3,47<x<61,1<x<2,x<1,>=200,'>=7',0
500,'existing paid',other,'500<=X<1000','male div/sep',guarantor,real estate,none,rent,high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,x<1,x<1,19<x<33,x>3,x<1,0<=X<200,'4<=X<7',1
501,no credits/all paid,used car,500<=X<1000,female div/dep/mar,co applicant,life insurance,stores,for free,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x>3,x<1,19<x<33,x>3,x>1,no checking,'<1',1
502,'no credits/all paid',radio/tv,500<=X<1000,male div/sep,co applicant,'no known property',none,rent,unemp/unskilled non res,none,no,38<x<55,276<x<4813,x>3,x>3,33<x<47,1<x<2,x>1,'0<=X<200',1<=X<4,0
503,'all paid',used car,'<100','female div/dep/mar',co applicant,'life insurance',stores,rent,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,x<1,x>1,'0<=X<200','>=7',1
504,'delayed previously','domestic appliance',<100,male single,guarantor,'real estate',stores,rent,'unskilled resident',none,no,x>55,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,'<0','1<=X<4',1
505,'delayed previously',retraining,500<=X<1000,female div/dep/mar,guarantor,'no known property',bank,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x<1,x<1,19<x<33,1<x<2,x<1,<0,'>=7',1
506,critical/other existing credit,new car,'100<=X<500',female div/dep/mar,none,no known property,stores,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,2<x<3,x<1,no checking,>=7,1
507,'existing paid',radio/tv,500<=X<1000,'male mar/wid','co applicant',car,none,for free,unskilled resident,yes,no,4<x<21,9350<x<13887,x>3,2<x<3,x<19,1<x<2,x<1,no checking,4<=X<7,1
508,'existing paid',used car,'no known savings',male div/sep,none,car,stores,for free,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x<1,'>=200',unemployed,1
509,existing paid,repairs,'100<=X<500',male div/sep,none,'no known property',stores,rent,skilled,none,yes,4<x<21,9350<x<13887,x<1,2<x<3,33<x<47,x>3,x>1,<0,4<=X<7,0
510,'existing paid',domestic appliance,'>=1000',male div/sep,co applicant,car,stores,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x>3,2<x<3,x>61,2<x<3,x>1,no checking,'>=7',1
511,'delayed previously',new car,>=1000,male mar/wid,none,car,none,'for free',unemp/unskilled non res,yes,no,38<x<55,276<x<4813,1<x<2,x>3,47<x<61,x>3,x>1,'no checking','1<=X<4',1
512,no credits/all paid,radio/tv,>=1000,'male single','co applicant',life insurance,none,for free,unemp/unskilled non res,none,no,21<x<38,4813<x<9350,x<1,2<x<3,19<x<33,2<x<3,x>1,<0,>=7,1
513,no credits/all paid,retraining,no known savings,male div/sep,co applicant,'life insurance',stores,own,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,x>3,x<1,47<x<61,x<1,x>1,no checking,'<1',1
514,'critical/other existing credit',business,'100<=X<500',male div/sep,co applicant,no known property,bank,own,'unskilled resident',none,no,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x>1,<0,'1<=X<4',1
515,'critical/other existing credit',education,no known savings,male mar/wid,co applicant,'life insurance',stores,own,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,2<x<3,x<19,x<1,x>1,>=200,4<=X<7,1
516,'all paid',repairs,<100,male single,'co applicant','real estate',bank,for free,unskilled resident,yes,no,x>55,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x>1,'0<=X<200',1<=X<4,1
517,'no credits/all paid',new car,no known savings,'male mar/wid',none,'no known property',bank,own,high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x>3,x>3,19<x<33,x<1,x<1,no checking,'1<=X<4',1
518,'no credits/all paid',business,>=1000,'male div/sep',co applicant,life insurance,bank,rent,skilled,yes,yes,21<x<38,276<x<4813,x>3,1<x<2,19<x<33,x>3,x<1,0<=X<200,'>=7',0
519,critical/other existing credit,domestic appliance,'500<=X<1000','male div/sep','co applicant','no known property',bank,rent,unemp/unskilled non res,yes,no,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,no checking,'1<=X<4',1
520,'all paid',domestic appliance,<100,'male mar/wid','co applicant',car,none,for free,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,1<x<2,x>3,19<x<33,2<x<3,x>1,'<0',>=7,1
521,'no credits/all paid',used car,no known savings,male single,none,'real estate',none,own,unskilled resident,none,no,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x>1,'no checking','1<=X<4',1
522,existing paid,'new car',<100,female div/dep/mar,none,'real estate',bank,for free,skilled,none,no,38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x>1,'<0','<1',0
523,'delayed previously',business,500<=X<1000,'male div/sep',co applicant,'real estate',stores,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,1<x<2,x<19,2<x<3,x>1,no checking,<1,1
524,'critical/other existing credit','new car','>=1000','male div/sep','co applicant',no known property,bank,rent,'unskilled resident',yes,yes,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,x<1,x<1,'<0','4<=X<7',1
525,critical/other existing credit,new car,'100<=X<500',male single,co applicant,'no known property',bank,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x<1,x>1,no checking,'<1',1
526,'all paid',education,'500<=X<1000',male mar/wid,none,car,none,rent,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,2<x<3,x<1,'0<=X<200',4<=X<7,1
527,'critical/other existing credit',education,>=1000,'male div/sep',guarantor,real estate,stores,'for free','unskilled resident',none,no,38<x<55,4813<x<9350,2<x<3,1<x<2,19<x<33,x<1,x>1,'0<=X<200',<1,1
528,no credits/all paid,used car,'100<=X<500',female div/dep/mar,guarantor,'no known property',stores,for free,'high qualif/self emp/mgmt',none,no,38<x<55,9350<x<13887,1<x<2,2<x<3,19<x<33,x<1,x>1,'0<=X<200',>=7,0
529,delayed previously,radio/tv,>=1000,'male single',co applicant,real estate,stores,rent,'unemp/unskilled non res',none,no,38<x<55,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x<1,>=200,'<1',1
530,'critical/other existing credit',repairs,'500<=X<1000',male div/sep,guarantor,real estate,bank,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,x>3,x<1,33<x<47,x>3,x>1,'0<=X<200','4<=X<7',1
531,delayed previously,repairs,'<100','male mar/wid',guarantor,life insurance,none,'for free','unskilled resident',none,yes,38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,2<x<3,x>1,no checking,4<=X<7,1
532,no credits/all paid,furniture/equipment,'<100',male div/sep,none,'no known property',bank,rent,unemp/unskilled non res,none,no,4<x<21,x<276,x>3,2<x<3,33<x<47,x<1,x<1,'>=200','<1',0
533,delayed previously,retraining,<100,male div/sep,'co applicant','real estate',stores,rent,'high qualif/self emp/mgmt',none,yes,x>55,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,'>=200','<1',0
534,'all paid',education,no known savings,'male div/sep',co applicant,life insurance,bank,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,x>3,19<x<33,x>3,x<1,>=200,'<1',1
535,'delayed previously','domestic appliance',no known savings,'male single',none,real estate,bank,own,'unskilled resident',none,yes,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x>1,<0,'<1',1
536,delayed previously,domestic appliance,no known savings,'male single',co applicant,real estate,stores,own,unemp/unskilled non res,yes,no,x>55,4813<x<9350,2<x<3,1<x<2,19<x<33,x<1,x>1,no checking,'>=7',1
537,existing paid,retraining,'>=1000',male single,'co applicant',car,bank,for free,skilled,none,no,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x>1,'<0',<1,1
538,critical/other existing credit,'new car','100<=X<500',male div/sep,co applicant,no known property,stores,for free,'high qualif/self emp/mgmt',yes,yes,38<x<55,x>13887,1<x<2,2<x<3,19<x<33,x>3,x<1,'>=200','<1',0
539,'no credits/all paid','new car',>=1000,male single,none,life insurance,none,rent,unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,1<x<2,1<x<2,47<x<61,x>3,x>1,'no checking','>=7',1
540,delayed previously,used car,'>=1000',male single,guarantor,'no known property',stores,'for free',high qualif/self emp/mgmt,yes,no,4<x<21,9350<x<13887,x>3,1<x<2,x>61,2<x<3,x<1,>=200,'1<=X<4',1
541,'existing paid',other,500<=X<1000,male mar/wid,guarantor,car,stores,'for free',unemp/unskilled non res,yes,yes,21<x<38,276<x<4813,x>3,x>3,33<x<47,x>3,x<1,>=200,'1<=X<4',1
542,no credits/all paid,'used car',<100,female div/dep/mar,none,'life insurance',bank,rent,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x<1,x>1,'>=200',unemployed,0
543,existing paid,furniture/equipment,no known savings,male mar/wid,none,real estate,stores,for free,'unemp/unskilled non res',none,no,38<x<55,276<x<4813,x<1,2<x<3,33<x<47,x<1,x<1,'>=200','1<=X<4',1
544,'all paid',business,100<=X<500,male single,guarantor,'no known property',bank,for free,unemp/unskilled non res,yes,no,21<x<38,276<x<4813,x<1,x<1,33<x<47,1<x<2,x>1,'>=200','1<=X<4',1
545,no credits/all paid,repairs,'100<=X<500','male div/sep',none,'real estate',bank,for free,'high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,2<x<3,1<x<2,33<x<47,x<1,x<1,>=200,'<1',0
546,'all paid',education,'100<=X<500',male mar/wid,co applicant,no known property,bank,rent,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,'4<=X<7',1
547,existing paid,other,'500<=X<1000',male single,'co applicant','no known property',stores,for free,'unemp/unskilled non res',yes,no,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x<1,0<=X<200,1<=X<4,1
548,'critical/other existing credit','domestic appliance','no known savings',male single,none,car,bank,rent,unemp/unskilled non res,yes,no,4<x<21,276<x<4813,x>3,x<1,47<x<61,1<x<2,x<1,'0<=X<200',1<=X<4,1
549,no credits/all paid,'new car','>=1000',female div/dep/mar,guarantor,'life insurance',stores,for free,high qualif/self emp/mgmt,none,yes,38<x<55,276<x<4813,x<1,x<1,47<x<61,1<x<2,x>1,'no checking',unemployed,0
550,'existing paid',new car,'>=1000','male div/sep',guarantor,'real estate',none,'for free',unemp/unskilled non res,none,no,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x>3,x<1,<0,'>=7',1
551,'no credits/all paid',radio/tv,'100<=X<500',male div/sep,'co applicant','no known property',bank,'for free',high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x<1,>=200,unemployed,0
552,'no credits/all paid',other,<100,male mar/wid,guarantor,no known property,bank,for free,unskilled resident,none,no,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x<1,>=200,'1<=X<4',1
553,'delayed previously','used car','<100',female div/dep/mar,'co applicant','life insurance',stores,own,skilled,yes,no,4<x<21,4813<x<9350,2<x<3,2<x<3,33<x<47,1<x<2,x<1,0<=X<200,>=7,1
554,existing paid,education,'500<=X<1000','male div/sep',co applicant,'real estate',none,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x>1,'>=200','<1',0
555,'all paid',furniture/equipment,>=1000,male mar/wid,none,life insurance,none,'for free','unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x>1,>=200,1<=X<4,1
556,no credits/all paid,'domestic appliance',100<=X<500,female div/dep/mar,guarantor,car,stores,for free,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,x<1,x>3,19<x<33,1<x<2,x<1,'0<=X<200','>=7',0
557,'existing paid',furniture/equipment,>=1000,male single,guarantor,'real estate',none,'for free','unemp/unskilled non res',none,no,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x>1,'no checking','<1',1
558,delayed previously,business,100<=X<500,'male mar/wid',co applicant,real estate,bank,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,x<1,x>3,19<x<33,x>3,x<1,0<=X<200,'>=7',0
559,critical/other existing credit,repairs,'>=1000','male single','co applicant','life insurance',stores,own,skilled,yes,yes,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,1<x<2,x>1,>=200,'<1',0
560,delayed previously,business,'500<=X<1000',male single,none,car,none,'for free',high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,x>3,1<x<2,x>61,2<x<3,x>1,'no checking',<1,0
561,'delayed previously',furniture/equipment,'no known savings',male single,'co applicant','life insurance',stores,'for free',skilled,yes,no,38<x<55,276<x<4813,x>3,x<1,33<x<47,1<x<2,x>1,'0<=X<200','4<=X<7',1
562,'existing paid',other,'no known savings','male mar/wid',guarantor,'life insurance',none,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,x<1,x<1,19<x<33,2<x<3,x>1,'no checking','4<=X<7',1
563,delayed previously,education,100<=X<500,male single,co applicant,car,bank,rent,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,'<0',>=7,1
564,'all paid',new car,>=1000,female div/dep/mar,guarantor,life insurance,bank,rent,skilled,none,yes,4<x<21,276<x<4813,x>3,1<x<2,x>61,x>3,x<1,'0<=X<200',<1,1
565,delayed previously,'domestic appliance','no known savings',male mar/wid,co applicant,car,stores,'for free',skilled,yes,no,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x>1,'>=200','>=7',1
566,'no credits/all paid','new car',>=1000,'male mar/wid',guarantor,real estate,none,rent,'unskilled resident',none,no,x>55,276<x<4813,x>3,1<x<2,47<x<61,x<1,x>1,<0,<1,0
567,'existing paid',domestic appliance,100<=X<500,female div/dep/mar,co applicant,'life insurance',bank,for free,unskilled resident,yes,no,38<x<55,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,'no checking','4<=X<7',1
568,critical/other existing credit,'used car','<100',male div/sep,co applicant,'life insurance',stores,'for free','unskilled resident',yes,no,x>55,276<x<4813,1<x<2,2<x<3,47<x<61,2<x<3,x<1,'0<=X<200',<1,0
569,'existing paid',retraining,100<=X<500,male mar/wid,'co applicant','life insurance',none,'for free',high qualif/self emp/mgmt,none,no,21<x<38,4813<x<9350,x>3,1<x<2,33<x<47,1<x<2,x<1,'no checking',1<=X<4,1
570,existing paid,other,'>=1000','male div/sep',co applicant,'life insurance',stores,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x>3,x>3,47<x<61,1<x<2,x>1,'>=200',<1,0
571,'all paid','new car','100<=X<500',male mar/wid,'co applicant','real estate',bank,own,unskilled resident,yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x>1,'<0','4<=X<7',1
572,'delayed previously',other,>=1000,male mar/wid,guarantor,car,stores,for free,high qualif/self emp/mgmt,yes,no,4<x<21,4813<x<9350,1<x<2,2<x<3,47<x<61,2<x<3,x<1,'>=200',>=7,1
573,no credits/all paid,used car,'<100','male single',guarantor,real estate,bank,rent,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,2<x<3,x<1,'0<=X<200','<1',1
574,'existing paid',business,>=1000,'male div/sep','co applicant',life insurance,none,for free,skilled,yes,yes,38<x<55,4813<x<9350,x<1,x>3,x>61,x>3,x<1,'<0','>=7',1
575,'all paid','used car',<100,female div/dep/mar,'co applicant',car,bank,own,unskilled resident,none,yes,21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,x<1,x>1,'0<=X<200','4<=X<7',1
576,no credits/all paid,'used car','>=1000','female div/dep/mar',co applicant,no known property,stores,rent,skilled,none,no,x<4,4813<x<9350,1<x<2,x>3,47<x<61,x>3,x>1,no checking,'4<=X<7',0
577,existing paid,used car,'100<=X<500',male mar/wid,guarantor,real estate,none,own,'unemp/unskilled non res',yes,yes,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'>=200','4<=X<7',1
578,all paid,domestic appliance,'<100','male mar/wid',guarantor,life insurance,stores,'for free','unemp/unskilled non res',none,no,21<x<38,276<x<4813,2<x<3,x>3,19<x<33,2<x<3,x<1,'no checking','1<=X<4',1
579,all paid,used car,<100,'male single',co applicant,'life insurance',bank,for free,'unemp/unskilled non res',none,no,38<x<55,4813<x<9350,1<x<2,x<1,47<x<61,1<x<2,x>1,'>=200',4<=X<7,1
580,all paid,repairs,<100,female div/dep/mar,'co applicant','real estate',stores,own,unemp/unskilled non res,none,no,38<x<55,276<x<4813,1<x<2,2<x<3,x>61,1<x<2,x<1,'>=200',1<=X<4,1
581,no credits/all paid,new car,500<=X<1000,'male div/sep','co applicant',life insurance,stores,own,unskilled resident,yes,no,x<4,276<x<4813,1<x<2,2<x<3,47<x<61,2<x<3,x>1,>=200,'<1',0
582,delayed previously,'new car',no known savings,'male mar/wid','co applicant',no known property,none,for free,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x>1,<0,'<1',0
583,existing paid,repairs,no known savings,'male single',co applicant,no known property,none,for free,'high qualif/self emp/mgmt',none,no,x>55,276<x<4813,1<x<2,1<x<2,x>61,x<1,x<1,0<=X<200,'<1',1
584,'existing paid',radio/tv,>=1000,'male mar/wid',co applicant,'life insurance',bank,own,high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,1<x<2,19<x<33,2<x<3,x>1,'>=200',1<=X<4,0
585,'delayed previously',education,no known savings,male mar/wid,'co applicant',life insurance,bank,for free,skilled,none,no,21<x<38,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,0<=X<200,'4<=X<7',1
586,'no credits/all paid',other,'>=1000',female div/dep/mar,'co applicant',real estate,bank,for free,skilled,yes,no,38<x<55,4813<x<9350,x>3,1<x<2,47<x<61,x>3,x<1,<0,1<=X<4,0
587,'no credits/all paid',other,'no known savings',male mar/wid,none,life insurance,bank,'for free',skilled,none,yes,21<x<38,276<x<4813,2<x<3,x>3,33<x<47,2<x<3,x<1,'no checking',<1,1
588,existing paid,used car,<100,male div/sep,co applicant,car,none,rent,'unskilled resident',none,yes,x>55,276<x<4813,x<1,x<1,x>61,x>3,x>1,0<=X<200,>=7,1
589,'critical/other existing credit',radio/tv,'100<=X<500',female div/dep/mar,none,life insurance,stores,'for free','high qualif/self emp/mgmt',yes,no,21<x<38,276<x<4813,1<x<2,x>3,19<x<33,1<x<2,x>1,'no checking',<1,1
590,existing paid,education,'100<=X<500','female div/dep/mar',guarantor,real estate,stores,own,unskilled resident,none,yes,38<x<55,276<x<4813,x>3,1<x<2,19<x<33,x<1,x<1,no checking,'<1',0
591,'no credits/all paid',other,'no known savings','male mar/wid',co applicant,no known property,none,'for free',high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,>=200,'4<=X<7',1
592,existing paid,'domestic appliance',500<=X<1000,male single,co applicant,'real estate',stores,'for free',skilled,yes,no,4<x<21,276<x<4813,x>3,1<x<2,x>61,1<x<2,x>1,>=200,unemployed,0
593,existing paid,repairs,>=1000,'male mar/wid','co applicant',car,none,'for free','high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,1<x<2,2<x<3,33<x<47,x>3,x>1,'>=200',>=7,1
594,no credits/all paid,'domestic appliance',100<=X<500,'male single',co applicant,'no known property',none,'for free',unskilled resident,yes,yes,21<x<38,276<x<4813,1<x<2,x<1,x>61,x>3,x>1,>=200,>=7,0
595,'existing paid',education,no known savings,male mar/wid,'co applicant',car,stores,'for free','unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x<1,19<x<33,2<x<3,x>1,'<0','1<=X<4',1
596,'critical/other existing credit','new car',100<=X<500,'male mar/wid',guarantor,'real estate',none,for free,'unskilled resident',yes,no,4<x<21,276<x<4813,x>3,x>3,19<x<33,2<x<3,x>1,no checking,>=7,1
597,critical/other existing credit,'used car',<100,male mar/wid,'co applicant',no known property,none,'for free','unemp/unskilled non res',none,no,4<x<21,4813<x<9350,x<1,1<x<2,47<x<61,2<x<3,x<1,'0<=X<200','4<=X<7',1
598,'existing paid',domestic appliance,100<=X<500,male mar/wid,guarantor,'real estate',none,rent,skilled,yes,yes,38<x<55,276<x<4813,2<x<3,x>3,33<x<47,1<x<2,x<1,0<=X<200,1<=X<4,1
599,all paid,radio/tv,'no known savings',male div/sep,'co applicant',no known property,bank,'for free',unemp/unskilled non res,yes,no,x>55,276<x<4813,2<x<3,x<1,33<x<47,x<1,x>1,0<=X<200,'1<=X<4',1
600,'no credits/all paid','domestic appliance','<100','male div/sep',none,real estate,bank,for free,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,>=200,4<=X<7,0
601,'critical/other existing credit','domestic appliance','500<=X<1000','female div/dep/mar','co applicant',car,stores,rent,skilled,yes,no,21<x<38,276<x<4813,1<x<2,2<x<3,19<x<33,1<x<2,x<1,<0,<1,1
602,no credits/all paid,education,'>=1000','female div/dep/mar',none,real estate,none,rent,skilled,none,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,x<1,x<1,0<=X<200,'>=7',0
603,all paid,'domestic appliance','>=1000','male single',guarantor,car,none,rent,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,1<x<2,x>1,0<=X<200,<1,0
604,'no credits/all paid',business,500<=X<1000,female div/dep/mar,co applicant,'real estate',stores,'for free','unskilled resident',none,no,21<x<38,276<x<4813,2<x<3,x>3,33<x<47,2<x<3,x>1,'<0','<1',1
605,'no credits/all paid','new car','100<=X<500',male single,co applicant,'life insurance',none,for free,unskilled resident,none,no,x<4,4813<x<9350,1<x<2,x<1,33<x<47,x<1,x>1,no checking,'1<=X<4',1
606,delayed previously,'used car','>=1000',male div/sep,co applicant,'life insurance',none,rent,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,1<x<2,x>3,x>61,1<x<2,x>1,'0<=X<200',1<=X<4,0
607,'all paid',radio/tv,'500<=X<1000','male div/sep',none,no known property,none,own,skilled,yes,no,21<x<38,4813<x<9350,1<x<2,2<x<3,33<x<47,1<x<2,x<1,0<=X<200,'1<=X<4',1
608,delayed previously,business,'100<=X<500',female div/dep/mar,guarantor,'real estate',bank,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,x<1,33<x<47,2<x<3,x<1,'<0','>=7',0
609,delayed previously,other,'<100','male single',none,car,bank,'for free',skilled,yes,no,4<x<21,276<x<4813,x<1,1<x<2,x>61,2<x<3,x>1,<0,'4<=X<7',1
610,'all paid',new car,'>=1000','male single','co applicant',real estate,none,own,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x>1,'>=200','>=7',1
611,existing paid,business,'>=1000','male div/sep','co applicant','life insurance',bank,for free,'unskilled resident',none,yes,21<x<38,276<x<4813,x<1,2<x<3,33<x<47,2<x<3,x<1,'no checking','4<=X<7',0
612,'critical/other existing credit','domestic appliance','no known savings',male mar/wid,none,life insurance,bank,rent,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,0<=X<200,'4<=X<7',1
613,critical/other existing credit,used car,'100<=X<500',female div/dep/mar,co applicant,'no known property',bank,'for free','unskilled resident',yes,yes,21<x<38,4813<x<9350,x>3,2<x<3,47<x<61,2<x<3,x>1,'<0','4<=X<7',0
614,'all paid',furniture/equipment,500<=X<1000,'male div/sep','co applicant',no known property,bank,for free,unskilled resident,yes,yes,38<x<55,276<x<4813,x<1,x>3,33<x<47,x>3,x>1,>=200,<1,1
615,all paid,'domestic appliance','no known savings',male single,co applicant,no known property,bank,'for free',unemp/unskilled non res,none,no,21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x>1,'>=200','4<=X<7',0
616,'delayed previously',domestic appliance,>=1000,male single,'co applicant','real estate',none,own,'unemp/unskilled non res',none,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,<0,unemployed,1
617,'all paid','new car',>=1000,male mar/wid,none,'no known property',none,rent,skilled,none,yes,21<x<38,4813<x<9350,2<x<3,1<x<2,47<x<61,2<x<3,x<1,'no checking','4<=X<7',1
618,'delayed previously','new car','500<=X<1000',male mar/wid,none,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,x<1,33<x<47,1<x<2,x>1,<0,4<=X<7,1
619,'critical/other existing credit',other,'500<=X<1000','male single',none,'no known property',stores,own,'unskilled resident',yes,no,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,x>3,x>1,'>=200','>=7',1
620,'critical/other existing credit',used car,>=1000,'male div/sep','co applicant',real estate,none,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'<0','1<=X<4',1
621,'delayed previously',radio/tv,no known savings,'male div/sep','co applicant','life insurance',stores,for free,skilled,yes,no,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,2<x<3,x<1,0<=X<200,unemployed,1
622,all paid,new car,no known savings,male single,co applicant,'real estate',stores,rent,skilled,none,yes,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x<1,x<1,<0,>=7,1
623,'delayed previously',radio/tv,'<100','male div/sep',co applicant,real estate,stores,own,unskilled resident,none,no,4<x<21,4813<x<9350,x<1,x>3,x>61,x>3,x<1,no checking,'<1',1
624,'no credits/all paid',radio/tv,'no known savings','male div/sep',guarantor,life insurance,bank,own,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,x<1,x>3,x>61,x>3,x<1,no checking,'<1',1
625,no credits/all paid,'new car',500<=X<1000,'male single',co applicant,car,none,own,unemp/unskilled non res,none,yes,21<x<38,276<x<4813,x>3,1<x<2,x>61,x<1,x<1,>=200,'1<=X<4',0
626,'critical/other existing credit','used car',<100,male mar/wid,'co applicant',real estate,none,rent,skilled,yes,yes,x>55,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,0<=X<200,4<=X<7,1
627,'all paid','new car','500<=X<1000',male div/sep,none,real estate,bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,9350<x<13887,1<x<2,x>3,33<x<47,1<x<2,x>1,>=200,'1<=X<4',0
628,'all paid',repairs,100<=X<500,'male div/sep','co applicant',real estate,bank,rent,high qualif/self emp/mgmt,none,yes,4<x<21,4813<x<9350,2<x<3,2<x<3,33<x<47,2<x<3,x>1,0<=X<200,1<=X<4,1
